Saved checkpoint.
Global Step:   1410, accuracy:  40.3%, loss = 380702.16 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  67640, accuracy:  99.0%, loss = 494.30 (102852.0 examples/sec, 0.00 sec/batch)
Global Step:  67650, accuracy:  99.0%, loss = 544.71 (66484.8 examples/sec, 0.00 sec/batch)
Global Step:  67660, accuracy:  99.0%, loss = 233.28 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67670, accuracy:  99.3%, loss = 222.57 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  67680, accuracy:  98.0%, loss = 355.53 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  67690, accuracy:  98.3%, loss = 242.93 (49855.0 examples/sec, 0.01 sec/batch)
Global Step:  67700, accuracy:  99.3%, loss = 367.80 (74822.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67710, accuracy:  98.3%, loss = 365.73 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  67720, accuracy:  99.7%, loss = 186.92 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  67730, accuracy:  98.3%, loss = 330.32 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67740, accuracy:  99.3%, loss = 413.34 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  67750, accuracy:  98.0%, loss = 1595.44 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  67760, accuracy:  99.3%, loss = 303.05 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67770, accuracy:  98.0%, loss = 605.94 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  67780, accuracy:  99.0%, loss = 391.31 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  67790, accuracy:  98.3%, loss = 323.45 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  67800, accuracy:  99.0%, loss = 148.20 (149600.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67810, accuracy:  99.0%, loss = 136.48 (99070.2 examples/sec, 0.00 sec/batch)
Global Step:  67820, accuracy:  98.0%, loss = 765.25 (99242.1 examples/sec, 0.00 sec/batch)
Global Step:  67830, accuracy:  98.3%, loss = 493.17 (74809.2 examples/sec, 0.00 sec/batch)
Global Step:  67840, accuracy:  97.7%, loss = 651.80 (148383.4 examples/sec, 0.00 sec/batch)
Global Step:  67850, accuracy:  98.7%, loss = 159.57 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  67860, accuracy:  98.0%, loss = 459.02 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  67870, accuracy:  98.7%, loss = 137.33 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  67880, accuracy:  98.3%, loss = 539.74 (100526.6 examples/sec, 0.00 sec/batch)
Global Step:  67890, accuracy:  95.7%, loss = 915.04 (74662.7 examples/sec, 0.00 sec/batch)
Global Step:  67900, accuracy:  99.0%, loss = 280.52 (99753.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  67910, accuracy:  98.0%, loss = 305.54 (74920.6 examples/sec, 0.00 sec/batch)
Global Step:  67920, accuracy:  98.7%, loss = 168.41 (99469.7 examples/sec, 0.00 sec/batch)
Global Step:  67930, accuracy:  98.0%, loss = 346.40 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  67940, accuracy:  98.3%, loss = 218.75 (99556.2 examples/sec, 0.00 sec/batch)
Global Step:  67950, accuracy:  98.7%, loss = 219.76 (59847.4 examples/sec, 0.01 sec/batch)
Global Step:  67960, accuracy:  98.3%, loss = 306.59 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  67970, accuracy:  98.3%, loss = 587.70 (74782.6 examples/sec, 0.00 sec/batch)
Global Step:  67980, accuracy:  98.3%, loss = 410.65 (99872.3 examples/sec, 0.00 sec/batch)
Global Step:  67990, accuracy:  99.0%, loss = 261.53 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  68000, accuracy:  98.3%, loss = 183.24 (100446.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68010, accuracy:  99.3%, loss = 232.14 (99078.0 examples/sec, 0.00 sec/batch)
Global Step:  68020, accuracy:  99.3%, loss = 69.87 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68030, accuracy:  99.3%, loss = 137.53 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  68040, accuracy:  98.3%, loss = 320.00 (100350.2 examples/sec, 0.00 sec/batch)
Global Step:  68050, accuracy:  97.7%, loss = 937.92 (99140.5 examples/sec, 0.00 sec/batch)
Global Step:  68060, accuracy:  98.7%, loss = 736.74 (85429.5 examples/sec, 0.00 sec/batch)
Global Step:  68070, accuracy:  99.0%, loss = 293.82 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  68080, accuracy:  98.7%, loss = 1073.15 (98891.2 examples/sec, 0.00 sec/batch)
Global Step:  68090, accuracy:  99.0%, loss = 449.46 (85481.7 examples/sec, 0.00 sec/batch)
Global Step:  68100, accuracy:  98.0%, loss = 660.87 (99666.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68110, accuracy:  97.7%, loss = 783.66 (100647.2 examples/sec, 0.00 sec/batch)
Global Step:  68120, accuracy:  96.7%, loss = 680.85 (60021.5 examples/sec, 0.00 sec/batch)
Global Step:  68130, accuracy:  97.7%, loss = 410.45 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  68140, accuracy:  99.0%, loss = 362.67 (100078.8 examples/sec, 0.00 sec/batch)
Global Step:  68150, accuracy:  98.0%, loss = 543.13 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68160, accuracy:  98.7%, loss = 372.55 (73468.3 examples/sec, 0.00 sec/batch)
Global Step:  68170, accuracy:  98.3%, loss = 634.45 (98976.7 examples/sec, 0.00 sec/batch)
Global Step:  68180, accuracy:  99.0%, loss = 128.06 (99635.1 examples/sec, 0.00 sec/batch)
Global Step:  68190, accuracy:  98.7%, loss = 284.41 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  68200, accuracy:  99.0%, loss = 102.43 (149654.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68210, accuracy:  99.0%, loss = 253.78 (59847.4 examples/sec, 0.01 sec/batch)
Global Step:  68220, accuracy:  99.7%, loss = 93.41 (99023.5 examples/sec, 0.00 sec/batch)
Global Step:  68230, accuracy:  98.0%, loss = 633.21 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  68240, accuracy:  99.3%, loss = 303.59 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  68250, accuracy:  99.3%, loss = 73.26 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  68260, accuracy:  99.3%, loss = 144.87 (149903.6 examples/sec, 0.00 sec/batch)
Global Step:  68270, accuracy:  99.0%, loss = 334.27 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  68280, accuracy:  98.3%, loss = 246.93 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  68290, accuracy:  98.3%, loss = 590.22 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  68300, accuracy:  97.0%, loss = 1409.61 (149600.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68310, accuracy:  99.3%, loss = 153.49 (99351.9 examples/sec, 0.00 sec/batch)
Global Step:  68320, accuracy:  99.3%, loss = 18.17 (99785.2 examples/sec, 0.00 sec/batch)
Global Step:  68330, accuracy:  99.0%, loss = 99.52 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  68340, accuracy:  99.7%, loss = 3.38 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  68350, accuracy:  99.0%, loss = 115.52 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  68360, accuracy:  98.7%, loss = 1157.06 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  68370, accuracy:  98.3%, loss = 760.22 (59058.1 examples/sec, 0.01 sec/batch)
Global Step:  68380, accuracy:  97.3%, loss = 922.30 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  68390, accuracy:  98.3%, loss = 351.80 (74733.7 examples/sec, 0.00 sec/batch)
Global Step:  68400, accuracy:  99.0%, loss = 86.13 (119677.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68410, accuracy:  98.7%, loss = 418.63 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68420, accuracy:  99.7%, loss = 82.88 (99856.5 examples/sec, 0.00 sec/batch)
Global Step:  68430, accuracy:  98.3%, loss = 162.67 (59824.6 examples/sec, 0.01 sec/batch)
Global Step:  68440, accuracy:  98.7%, loss = 585.47 (99422.5 examples/sec, 0.00 sec/batch)
Global Step:  68450, accuracy:  98.3%, loss = 578.31 (74782.6 examples/sec, 0.00 sec/batch)
Global Step:  68460, accuracy:  99.3%, loss = 33.28 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  68470, accuracy:  98.7%, loss = 151.79 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  68480, accuracy:  99.0%, loss = 23.21 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68490, accuracy:  99.7%, loss = 118.77 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  68500, accuracy:  99.7%, loss = 137.52 (75315.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68510, accuracy:  99.7%, loss = 93.80 (74902.7 examples/sec, 0.00 sec/batch)
Global Step:  68520, accuracy:  99.0%, loss = 43.46 (76408.3 examples/sec, 0.00 sec/batch)
Global Step:  68530, accuracy:  99.7%, loss = 112.92 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  68540, accuracy:  99.0%, loss = 453.51 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  68550, accuracy:  97.7%, loss = 297.39 (149511.8 examples/sec, 0.00 sec/batch)
Global Step:  68560, accuracy:  98.7%, loss = 352.19 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  68570, accuracy:  99.0%, loss = 150.72 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  68580, accuracy:  98.3%, loss = 609.75 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  68590, accuracy:  98.7%, loss = 210.01 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  68600, accuracy:  98.7%, loss = 218.11 (99078.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68610, accuracy:  98.3%, loss = 353.44 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  68620, accuracy:  98.7%, loss = 198.71 (99297.0 examples/sec, 0.00 sec/batch)
Global Step:  68630, accuracy:  99.3%, loss = 175.54 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  68640, accuracy:  99.3%, loss = 227.31 (75121.9 examples/sec, 0.00 sec/batch)
Global Step:  68650, accuracy:  99.0%, loss = 223.60 (74494.8 examples/sec, 0.00 sec/batch)
Global Step:  68660, accuracy:  99.0%, loss = 94.01 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  68670, accuracy:  99.0%, loss = 403.99 (150315.5 examples/sec, 0.00 sec/batch)
Global Step:  68680, accuracy:  99.3%, loss = 4.80 (100270.2 examples/sec, 0.00 sec/batch)
Global Step:  68690, accuracy:  98.3%, loss = 677.43 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68700, accuracy:  97.7%, loss = 332.38 (99745.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68710, accuracy:  99.7%, loss = 8.37 (99643.0 examples/sec, 0.00 sec/batch)
Global Step:  68720, accuracy:  99.0%, loss = 160.05 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  68730, accuracy:  97.7%, loss = 598.60 (149387.5 examples/sec, 0.00 sec/batch)
Global Step:  68740, accuracy:  98.3%, loss = 109.50 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68750, accuracy:  99.0%, loss = 43.81 (99540.5 examples/sec, 0.00 sec/batch)
Global Step:  68760, accuracy:  99.0%, loss = 140.72 (100350.2 examples/sec, 0.00 sec/batch)
Global Step:  68770, accuracy:  99.3%, loss = 175.42 (59626.2 examples/sec, 0.01 sec/batch)
Global Step:  68780, accuracy:  99.3%, loss = 154.44 (74782.6 examples/sec, 0.00 sec/batch)
Global Step:  68790, accuracy:  98.7%, loss = 315.19 (100039.1 examples/sec, 0.00 sec/batch)
Global Step:  68800, accuracy:  99.0%, loss = 77.77 (100334.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  68810, accuracy:  99.3%, loss = 443.97 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  68820, accuracy:  99.3%, loss = 291.75 (74849.3 examples/sec, 0.00 sec/batch)
Global Step:  68830, accuracy:  97.7%, loss = 570.21 (74773.7 examples/sec, 0.00 sec/batch)
Global Step:  68840, accuracy:  99.0%, loss = 173.62 (100134.6 examples/sec, 0.00 sec/batch)
Global Step:  68850, accuracy:  99.3%, loss = 171.82 (100398.2 examples/sec, 0.00 sec/batch)
Global Step:  68860, accuracy:  98.7%, loss = 318.56 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  68870, accuracy:  97.3%, loss = 858.87 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  68880, accuracy:  98.7%, loss = 153.56 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  68890, accuracy:  98.7%, loss = 130.13 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:  68900, accuracy:  99.0%, loss = 73.11 (59759.3 examples/sec, 0.01 sec/batch)
Saved checkpoint.
Global Step:  68910, accuracy:  98.0%, loss = 326.32 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  68920, accuracy:  99.0%, loss = 758.85 (147982.0 examples/sec, 0.00 sec/batch)
Global Step:  68930, accuracy:  98.0%, loss = 1196.06 (74468.3 examples/sec, 0.00 sec/batch)
Global Step:  68940, accuracy:  99.0%, loss = 310.21 (100905.5 examples/sec, 0.00 sec/batch)
Global Step:  68950, accuracy:  99.3%, loss = 130.89 (119564.0 examples/sec, 0.00 sec/batch)
Global Step:  68960, accuracy:  99.0%, loss = 278.54 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  68970, accuracy:  96.7%, loss = 759.76 (99015.7 examples/sec, 0.00 sec/batch)
Global Step:  68980, accuracy:  98.7%, loss = 182.34 (97000.6 examples/sec, 0.00 sec/batch)
Global Step:  68990, accuracy:  99.0%, loss = 195.69 (100174.4 examples/sec, 0.00 sec/batch)
Global Step:  69000, accuracy:  98.7%, loss = 456.61 (74490.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69010, accuracy:  98.3%, loss = 441.14 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  69020, accuracy:  98.0%, loss = 377.94 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  69030, accuracy:  99.7%, loss = 55.84 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  69040, accuracy:  99.7%, loss = 6.29 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  69050, accuracy:  99.0%, loss = 315.38 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  69060, accuracy:  99.3%, loss = 622.38 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  69070, accuracy:  98.0%, loss = 179.93 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  69080, accuracy:  99.3%, loss = 85.18 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  69090, accuracy:  98.7%, loss = 365.55 (184095.3 examples/sec, 0.00 sec/batch)
Global Step:  69100, accuracy:  99.7%, loss = 69.67 (149618.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69110, accuracy:  98.7%, loss = 352.29 (85458.5 examples/sec, 0.00 sec/batch)
Global Step:  69120, accuracy:  98.7%, loss = 340.14 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  69130, accuracy:  99.0%, loss = 348.96 (100366.2 examples/sec, 0.00 sec/batch)
Global Step:  69140, accuracy:  98.7%, loss = 400.26 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  69150, accuracy:  99.3%, loss = 180.14 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  69160, accuracy:  97.3%, loss = 710.82 (100070.9 examples/sec, 0.00 sec/batch)
Global Step:  69170, accuracy:  98.7%, loss = 288.69 (59807.6 examples/sec, 0.01 sec/batch)
Global Step:  69180, accuracy:  99.7%, loss = 57.29 (148383.4 examples/sec, 0.00 sec/batch)
Global Step:  69190, accuracy:  97.7%, loss = 1023.74 (99959.6 examples/sec, 0.00 sec/batch)
Global Step:  69200, accuracy:  99.3%, loss = 131.21 (118886.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69210, accuracy:  99.3%, loss = 162.55 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  69220, accuracy:  98.3%, loss = 468.35 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  69230, accuracy:  99.0%, loss = 74.35 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  69240, accuracy:  99.0%, loss = 81.01 (147929.8 examples/sec, 0.00 sec/batch)
Global Step:  69250, accuracy:  99.3%, loss = 68.20 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  69260, accuracy:  99.0%, loss = 381.05 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  69270, accuracy:  99.0%, loss = 276.72 (58977.8 examples/sec, 0.01 sec/batch)
Global Step:  69280, accuracy:  98.3%, loss = 876.14 (74787.0 examples/sec, 0.00 sec/batch)
Global Step:  69290, accuracy:  98.3%, loss = 323.00 (49400.9 examples/sec, 0.01 sec/batch)
Global Step:  69300, accuracy:  98.7%, loss = 223.07 (99619.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69310, accuracy:  98.0%, loss = 539.94 (118740.3 examples/sec, 0.00 sec/batch)
Global Step:  69320, accuracy: 100.0%, loss = 0.00 (100518.5 examples/sec, 0.00 sec/batch)
Global Step:  69330, accuracy:  98.3%, loss = 417.13 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  69340, accuracy:  98.3%, loss = 416.97 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  69350, accuracy:  98.0%, loss = 334.78 (73165.0 examples/sec, 0.00 sec/batch)
Global Step:  69360, accuracy:  98.0%, loss = 498.27 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  69370, accuracy:  99.3%, loss = 304.41 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  69380, accuracy:  98.7%, loss = 572.63 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  69390, accuracy:  98.7%, loss = 140.59 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  69400, accuracy:  99.0%, loss = 184.05 (99761.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69410, accuracy:  98.0%, loss = 977.89 (100310.2 examples/sec, 0.00 sec/batch)
Global Step:  69420, accuracy:  99.3%, loss = 181.92 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  69430, accuracy:  99.0%, loss = 318.63 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  69440, accuracy:  99.3%, loss = 122.89 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  69450, accuracy:  99.0%, loss = 451.61 (98976.7 examples/sec, 0.00 sec/batch)
Global Step:  69460, accuracy:  99.3%, loss = 42.84 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  69470, accuracy:  99.3%, loss = 371.85 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  69480, accuracy:  98.3%, loss = 336.42 (151019.1 examples/sec, 0.00 sec/batch)
Global Step:  69490, accuracy:  99.0%, loss = 64.66 (100518.5 examples/sec, 0.00 sec/batch)
Global Step:  69500, accuracy:  98.7%, loss = 444.77 (99801.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69510, accuracy:  99.3%, loss = 141.61 (98961.2 examples/sec, 0.00 sec/batch)
Global Step:  69520, accuracy:  99.7%, loss = 137.75 (75135.3 examples/sec, 0.00 sec/batch)
Global Step:  69530, accuracy:  99.3%, loss = 85.26 (102995.1 examples/sec, 0.00 sec/batch)
Global Step:  69540, accuracy:  99.7%, loss = 93.30 (73186.3 examples/sec, 0.00 sec/batch)
Global Step:  69550, accuracy:  98.0%, loss = 589.62 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  69560, accuracy:  99.3%, loss = 115.16 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  69570, accuracy:  98.3%, loss = 531.58 (99808.9 examples/sec, 0.00 sec/batch)
Global Step:  69580, accuracy:  99.0%, loss = 203.39 (151382.5 examples/sec, 0.00 sec/batch)
Global Step:  69590, accuracy:  98.0%, loss = 336.06 (119837.3 examples/sec, 0.00 sec/batch)
Global Step:  69600, accuracy:  99.0%, loss = 84.31 (74800.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69610, accuracy:  98.7%, loss = 234.94 (99548.4 examples/sec, 0.00 sec/batch)
Global Step:  69620, accuracy:  97.3%, loss = 838.39 (147964.6 examples/sec, 0.00 sec/batch)
Global Step:  69630, accuracy:  99.0%, loss = 199.12 (73114.0 examples/sec, 0.00 sec/batch)
Global Step:  69640, accuracy:  99.3%, loss = 9.29 (74433.1 examples/sec, 0.00 sec/batch)
Global Step:  69650, accuracy:  98.7%, loss = 145.04 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  69660, accuracy:  99.7%, loss = 264.09 (99148.3 examples/sec, 0.00 sec/batch)
Global Step:  69670, accuracy:  97.3%, loss = 1412.52 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  69680, accuracy:  97.7%, loss = 486.26 (75099.4 examples/sec, 0.00 sec/batch)
Global Step:  69690, accuracy:  99.0%, loss = 146.25 (100366.2 examples/sec, 0.00 sec/batch)
Global Step:  69700, accuracy:  99.3%, loss = 180.64 (66498.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  69710, accuracy:  99.0%, loss = 298.10 (100158.5 examples/sec, 0.00 sec/batch)
Global Step:  69720, accuracy:  98.7%, loss = 371.31 (85446.9 examples/sec, 0.00 sec/batch)
Global Step:  69730, accuracy:  99.3%, loss = 98.21 (149778.7 examples/sec, 0.00 sec/batch)
Global Step:  69740, accuracy:  99.7%, loss = 13.87 (99737.7 examples/sec, 0.00 sec/batch)
